sequence,score
"v upset on this, the most beautiful day of 2016, because a) I didn't bring my camera to campus and b) climate change is terrifying",0.014777201227843761
Yo your mcm doesn't believe in climate change,0.0010963205713778734
"In rare move, China criticizes Trump plan to exit climate change pact  via @Reuters",0.49172621965408325
We rly need to start listening to Leonardo DiCaprio because global warming is real &amp; happening like how tf is it 80 degrees in November,0.037965450435876846
What sparked global warming? People did. HereÃ¢â‚¬â„¢s how. ,0.01599898748099804
Here's how to watch Leonardo DiCaprio's climate change documentary for free online  ,0.5179226398468018
"@Taniel @LVBurke The Russians did it - oh wait, is this when we blame global warming",0.0029215470422059298
@lisa_alba Fact? I think #Geo #Engineering is mainly to try to get a grip of climate change personally,0.002094911877065897
@JenniferGrayCNN @hm5131_massey Of course one candidate believes in the science of climate change the other dismisses it.,0.0003634424356278032
"@guardian: #Rio's famous beaches take battering as scientists issue climate change warning 
#Brazil @ABC @r",0.021070722490549088
Celeb-packed 'Years of Living Dangerously' wants to make climate change a voting issue  @YEARSofLIVING,0.1988402158021927
@LeoDiCaprio Thanks for the great documentary on climate change. It really hit home! Please check out this project ,0.9998195767402649
"It's November is Wisconsin and I just mowed my lawn. If this is a result of global warming, then we're on the right track!",0.9995039701461792
I voted!!! Yes I voted for the crooked nasty evil one! Mostly because she believes global climate change is real. #imwithnasty,0.029075350612401962
"#ForeignPolicy spans from dealing with other nations on global issues like, energy and climate change to trade. #FP2016election",0.911023736000061
Top university stole millions from taxpayers by faking global warming research -  ,0.008744296617805958
happy november the high temperature is still in the 80s global warming is real and the natural progression of time means nothing,0.07094307243824005
"I certainly agree 2 the climate change argument, interconnectedness is not a threat. ",0.9963476061820984
Oil &amp; gas as part of the solution to global warming: materials. Read ,0.9957742094993591
@realDonaldTrump you need to believe in climate change! Do it and you have my vote. If not it's going to @HillaryClinton,0.9962424039840698
"In my opinion,climate change is nothing more than a way 2 remove our money from our pockets 4 their greeny projectsÃ¢â‚¬Â¦ ",0.002396176801994443
@ABCNews re  why should we invest in retirement when there's a high chance we'll die young from climate change?,0.0025701248086988926
"Asshole Leo dick-crappio made a climate change film(yawn). No one cares. Still, I put him on lifetime shunlist. ",0.00048613210674375296
I can't believe people actually believe climate change isn't real. Wow. We do deserve to become extinct.,0.010132151655852795
people touch the tippy top the the ice berg and think they can start global warming,0.9895209074020386
@cathmckenna @COP22 @IISD_news more aviation fuel burned impacting the climate change hoax,0.003041122341528535
"Except this one chick who's watching that Leonardo DiCaprio documentary about climate change.
#Boo #NoChicagoPride #ScienceIsBad",0.035915397107601166
But seriously. This episode was from 2000 and they were debating climate change. 16 years later and how is that stiÃ¢â‚¬Â¦ ,0.03852369263768196
"I'm just gonna put this out there.. If you don't believe in climate change or that racism doesn't exist, just unfollow me from life.",0.001373200211673975
@AchmarBinSchibi @anagama #DonaldTrump and #HillaryClinton need to get the message that the answer to global warming is not nuclear winter!Ã°Å¸Ëœâ€ ,0.021374572068452835
@SouthJerzMick global warming. Look up the origin - agenda 21 - 'one common enemy.',0.9122833609580994
"@AQUILOGY took me a while to get to this, thanks so much. scary how 'climate change' has sort of lost its sexiness in the media meanwhile...",0.0033774706535041332
"@Karoli @morgfair @OsborneInk @dailykos 
Putin got to you too Jill ! 
Trump doesn't believe in climate change at all 
Thinks it's s hoax",0.03017069399356842
@amcp World Business Report crid:3t1ir7 ... Food and Rural Affairs Committee says climate change could bring heavier rain fall in ...,0.014115783385932446
"Guys, go watch National Geographic / L. DiCaprio's doc on climate change, Before the Flood. It's free so no excuses. ",0.6042468547821045
Clinton: Trump called climate change a Chinese hoax | Daily USA News -  ,0.022854290902614594
How do people argue climate change??,0.007759233471006155
"Standing Rock, climate change, bees becoming endangered, political corruption, &amp; ppl still would rather watch the Kardashians and be sheep.Ã°Å¸â€˜ï†",0.0072327773086726665
Adapting to climate change a major challenge for forests ,0.9813860058784485
climate change is the greatest issue facing our generation and world.,0.997911274433136
Fuck you guys global warming is serious as hell.,0.01368056982755661
"@Nanas_Ranch @CNN 
No, it is when hell freezes over - climate change!",0.008049425669014454
#climatechange -  Here's how to watch Leonardo DiCaprio's climate change documentary for free online,0.4813983142375946
#climatechange -  Here's how to watch Leonardo DiCaprio's climate change documentary for free online,0.4813983142375946
The blunt truth about the politics of climate change is that no country will want to sacrifice its economy in... ,0.9986059069633484
when i was a kid i always thought all star was about global warming,0.9881828427314758
"@WorldfNature It is complete madness to think humans can alter climate change, King Canute tried, &amp; look what happened to him. GLUG, GLUG.",0.00132395897526294
@injculbard @martinstiff pretty sure I saw an article saying that we'd get more global warming after brexit. Maybe it was on a bus?,0.0030897920951247215
Overfishing could be the next problem for climate change  ,0.0020842556841671467
Large amount of local knowledge on the effects of climate change on agriculture says Prof Blakeney @UWA_ITZ,0.9968589544296265
"@washingtonpost Oh for Christ's sake, why not say border walls will make climate change worse? For cryin' out loud report on REAL NEWS?",0.004641312640160322
Go Ahead : recognised by Carbon Disclosure Project for continuous improvement in tackling climate change //channels.feeddigest.com/news?id=Ã¢â‚¬Â¦,0.865208089351654
"@madness1899 @wizardbird Proportionally, human sources climate change is enormous. Climate changing rapidly.",0.9954102635383606
@ScottAdamsSays Coal restrictions are via executive actions. Donald WILL undo Obama's actions. Horrible climate change. It's not Cog Diff.,0.0153446514159441
Badham favours workers (coal jobs) over climate change (too much fossil fuels) - 'jobs save nature' or some such bÃ¢â‚¬Â¦ ,0.3241668939590454
Ã¢â‚¬Â¢ Inhabitat: Watch Leonardo DiCaprio's riveting new climate change documentary 'Before TheÃ¢â‚¬Â¦ ,0.995599627494812
"@djrothkopf Anybody who denies climate change, an existential threat to our society, is not qualified to lead at all at any social level.",0.0010064609814435244
"Leonardo Dicaprio documentary on climate change is scary, we have all ruined earth Ã°Å¸â„¢Ë†",0.011316794902086258
Overfishing could be the next problem for climate change  via @Salon,0.0020714309066534042
FT: Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astounding ,0.9559523463249207
@BernieSanders says we MUST stop Dakota pipeline. @POTUS says we must 'reroute.' Who's got the better legacy on climate change? Your call!,0.00059800612507388
Before the Flood--Leonardo DiCaprio speaks to scientists &amp; world leaders about climate change  #climatechange,0.9986279010772705
New blog up about soil carbon sequestration as a climate change solution and vehicle for ecological restoration:Ã¢â‚¬Â¦ ,0.08134131133556366
@LeoDiCaprio's passion for the environment &amp; changing climate change has always inspired me #watch #beforethefloodÃ¢â‚¬Â¦ ,0.9203534722328186
$V #TreeH:Here's one effective solution to climate change: Put a price on carbon.  ,0.0069559612311422825
"@CNN 20)Unchecked climate change &amp; a future where they may starve, lacking water and food.",0.0008524512522853911
93% of all climate change studies support the claim that the earth's climate is warming at an alarming rate. 93%,0.992057740688324
The effects of climate change are all around us if youÃ¢â‚¬â„¢re only willing to open your eyes.'  via @CC_Yale,0.06999915093183517
"Indigenous rights are key to preserving forests, climate change study finds ",0.9910099506378174
"they asked what my inspiration was, I told em global warming.",0.05853848531842232
"Check out the new documentary at @NatGeo's youtube channel: Before the Flood. On climate change, with @LeoDiCaprio ",0.8230589032173157
"Finally done with the UNCC: Introductory E-Course on climate change.
Thanks @UNITAR @uncclearn @ClimatEducate",0.9570928812026978
"Julia Louis-Dreyfus endorses Clinton, slams Trump over climate change #Clinton #GOTVforHRC ",0.981105625629425
Cloudy feedback on global warming ,0.007143349852412939
Kinda makes you think that the goal of enviros isn't really to fight climate change. ,0.0009814533405005932
A. Lammel @UnivParis8 on the contribution of local knowledge to understand the global character of climate changeÃ¢â‚¬Â¦ ,0.9821627736091614
good morning everyone except not those annoying orange climate change ppl,0.9979604482650757
12 #globalgoals are directly linked to climate change. The #ParisAgreement is...  by #ClimateReality via @c0nvey,0.12233296036720276
12 #globalgoals are directly linked to climate change. The #ParisAgreement is...  by #ClimateReality via @c0nvey,0.12233296036720276
